"author","datetime_","datetime_left","nest","bird_incubate","gps_left","wp_left","dist_left_nest","behav_left","activity","n_eggs","n_chicks","state","eggs_collected","captures_id","bird1_cb","dist_bird1_app","bird2_cb","dist_bird2_app","RFID","RFID_ID","MSR","MSR_ID","TT","TT_ID","treatment","recorder","recorder_ID","balance","balance_ID","ARS","ARS_ID","fake_egg","fake_egg_ID","cage","remarks","visits_pk"
"ar","2013-06-19 13:53:00","2013-06-19 13:58:00","s630","y",\N,\N,"27","fo","f","3","0","w","0",\N,"?-?/?-y,y,w?",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"364"
"mb","2013-06-18 13:05:00","2013-06-18 13:08:00","b501","y",\N,\N,"3","ro","c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"msr-probe not in the middle. repositioned ","365"
"mb","2013-06-18 16:07:00","2013-06-18 16:10:00","w501","y",\N,\N,\N,\N,"f","1","0","w","0",\N,"x-lb,gf,gr/m-dg,w,db",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"366"
"mb","2013-06-18 18:41:00","2013-06-18 18:50:00","s502","y",\N,\N,"8","fo","e,l","4","0","w","0",\N,\N,\N,\N,\N,"download",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"flew through cage; activity was also 'f', removed that 2013-07-26","367"
"mb","2013-06-19 09:37:00","2013-06-19 10:11:00","s629","y",\N,\N,"8","wo","ca,l","4","0","w","0","114",\N,\N,\N,\N,"on","34","on","309054",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"number of RFID not clear","368"
"mb","2013-06-19 10:30:00","2013-06-19 11:03:00","s518","y",\N,\N,\N,\N,"ca,f,e,l","4","0","w","0","115",\N,\N,\N,\N,"on","14","on","306859",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"369"
"mb,fh","2013-06-18 13:05:00","2013-06-18 13:38:00","s624","y",\N,\N,\N,\N,"ca,l","4","0","w","0","108",\N,\N,\N,\N,"on","33","on","309038",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"370"
"mb,fh","2013-06-18 13:49:00","2013-06-18 13:56:00","s623","y",\N,\N,"1","fo","l","4","0","w","0",\N,\N,\N,\N,\N,"on","40","on","309037",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"371"
"mb,fh","2013-06-18 14:12:00","2013-06-18 15:03:00","s806","y",\N,\N,"3","fo","ca,f,e,l","4","0","w","0","109","noba","3",\N,\N,"on","31","on","309063",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"372"
"mb,fh","2013-06-18 13:59:00","2013-06-18 14:05:00","s505","y",\N,\N,"0","fo","l","4","0","w","0",\N,"x-gf,gr/m-o,w","0",\N,\N,"download","45",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"373"
"mb,fh","2013-06-18 15:16:00","2013-06-18 15:26:00","s517","y",\N,\N,\N,\N,"f,e,l","4","0","w","0",\N,"x-gf,gr/x-db,y,y","5",\N,\N,"on","53","on","309025",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"374"
"mb,fh","2013-06-18 15:37:00","2013-06-18 17:05:00","a601","y",\N,\N,"20","fo","ca,l","4","0","w","0","110",\N,\N,\N,\N,"on","71","on","306849",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"forgot flags, had to get them","375"
"mb,fh","2013-06-18 17:29:00","2013-06-18 17:54:00","s616","y",\N,\N,"0","wo","ca,l","4","0","w","0","111",\N,\N,\N,\N,"on","49","on","309049",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"376"
"mb,fh","2013-06-18 17:58:00","2013-06-18 18:26:00","s622","n",\N,\N,\N,\N,"ca,l","4","0","w","0","112",\N,\N,\N,\N,"download","47",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"RFID first wrong SD-card in without autorun","377"
"fh","2013-06-18 18:31:00","2013-06-18 18:32:00","a602","y",\N,\N,"30","fo","c","2","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"378"
"fh","2013-06-18 18:32:00","2013-06-18 18:33:00","l801","y",\N,\N,"0","ro","c","2","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"379"
"fh","2013-06-18 18:35:00","2013-06-18 18:36:00","d505","y",\N,\N,"1","fo","c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"380"
"fh","2013-06-18 18:38:00","2013-06-18 18:39:00","l501","y",\N,\N,"0","ro",\N,"4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"381"
"fh,mb","2013-06-18 18:51:00","2013-06-18 19:21:00","a501","y",\N,\N,\N,\N,"ca,l","4","0","w","0","113",\N,\N,\N,\N,"on","13","on","309036",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"382"
"fh","2013-06-19 09:39:00","2013-06-19 09:45:00","s627","n",\N,\N,\N,\N,"l","1","0","c","0",\N,\N,\N,\N,\N,"on","66","on","306853",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"383"
"fh","2013-06-19 09:36:00","2013-06-19 09:37:00","s628","y",\N,\N,\N,\N,"c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"384"
"fh,mb","2013-06-19 10:28:00","2013-06-19 10:42:00","s807","y",\N,\N,"8","fo","f,e","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"385"
"fh,mb","2013-06-19 11:08:00","2013-06-19 11:08:30","d607","y",\N,\N,\N,\N,"c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"386"
"fh,mb","2013-06-19 11:14:00","2013-06-19 11:28:00","s616","y",\N,\N,"8","fo","l","4","0","3w,1f","1",\N,"x-lb,gf,gr/x-r,w,o","8",\N,\N,"download","49",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"switched on","24",\N,"logger ID 13, egg brought to s707, batt 13.31V","387"
"fh,mb","2013-06-19 11:32:00","2013-06-19 11:32:05","s622","y",\N,\N,\N,\N,"c",\N,\N,\N,"0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"scared off bird while passing by","388"
"fh,mb","2013-06-19 11:46:00","2013-06-19 12:04:00","s707","y","5","140","2","fo,a","l","4","0","3w,1f","0",\N,"rc",\N,\N,\N,"download","73",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"switched on","18",\N,"logger ID 11, egg from s616 put into the nest, batt 12.89","389"
"fh,mb","2013-06-19 12:10:00","2013-06-19 12:18:00","a502","y",\N,\N,\N,"fo","f,e","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"male was sitting, nice cups aroundm also old nest","390"
"fh","2013-06-19 12:25:00","2013-06-19 12:30:00","d703","n",\N,\N,\N,\N,"l,c","0","0","p","0",\N,\N,\N,\N,\N,"off","29","off","309056",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"391"
"fh","2013-06-19 12:33:00","2013-06-19 12:37:00","d606","y","8","115","20","fo","l,c","4","0","w","0",\N,"noba",\N,\N,\N,"download","68",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"392"
"fh","2013-06-19 12:51:00","2013-06-19 12:56:00","s708","n",\N,\N,\N,\N,"l,c","0","0","p","0",\N,\N,\N,\N,\N,"off","76","off","306844",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","predated by fox, digging under cage","393"
"fh","2013-06-19 12:47:00","2013-06-19 12:49:00","s710","n",\N,\N,\N,\N,"l","1","0","3p,1d","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","predated by fox, digging under cage","394"
"fh,mb","2013-06-19 14:16:00","2013-06-19 14:45:00","a502","y",\N,\N,"20","wo","ca,l","4","0","w","0","116",\N,\N,\N,\N,"on","17","on","309062",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"395"
"fh,mb","2013-06-19 14:57:00","2013-06-19 15:01:00","s630","n",\N,\N,\N,\N,"l","3","0","w","0",\N,"x-lb,gf,gr/m-y,y,w",\N,\N,\N,"on","44","on","309065",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"396"
"fh,mb","2013-06-19 15:25:00","2013-06-19 15:33:00","s628","y",\N,\N,\N,\N,"l","4","0","w","0",\N,"rc",\N,\N,\N,"on","48","on","306872",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"397"
"fh","2013-06-19 21:19:00","2013-06-19 21:26:00","s510","y",\N,\N,\N,\N,"l","4","0","w","0",\N,"",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"398"
"fh","2013-06-19 21:31:00","2013-06-19 21:32:00","s806","y",\N,\N,"1","ro","c","4","0","w","0",\N,"x-lb,gf,gr/m-r,w,dg","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"retrieved waypoint","399"
"fh,mb","2013-06-19 23:30:00","2013-06-19 23:31:00","s516","y",\N,\N,\N,\N,"c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"400"
"fh,mb","2013-06-19 23:35:00","2013-06-19 23:41:00","s702","y",\N,\N,\N,\N,"l",\N,\N,\N,\N,\N,"x-?,?/x-o,r,?",\N,\N,\N,"download","51",\N,\N,\N,\N,\N,"newBat12","4",\N,\N,\N,\N,\N,\N,\N,"battery-v: 13.01 bird without antenna on nest","401"
"fh","2013-06-19 23:52:00","2013-06-19 23:58:00","s512","y",\N,\N,"0","fo","l","4","0","w","0",\N,"noba","2",\N,\N,"download","34",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"flew through cage upon arrival","402"
"fh","2013-06-19 23:59:00","2013-06-20 00:05:00","s805","y",\N,\N,"6","fo","l","4","0","w","0",\N,\N,"7",\N,\N,"download","55",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"403"
"fh","2013-06-20 00:17:00","2013-06-20 00:37:00","s509","y",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,"download","21",\N,\N,\N,\N,\N,"newBat36","5",\N,\N,\N,\N,\N,\N,\N,"battery-v: 12.87, 13.19, 13.09","404"
"fh","2013-06-20 00:14:00","2013-06-20 00:15:00","s603","y",\N,\N,\N,"fo","c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"bird flew off while passing by, used to check if everything ok","405"
"mb,fh","2013-06-19 23:33:00","2013-06-19 23:34:00","w601","n",\N,\N,\N,\N,"c","0","0","p",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"406"
"mb","2013-06-19 23:48:00","2013-06-20 00:08:00","s402","y","5","143",\N,"fo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","9",\N,\N,\N,\N,\N,"off","2",\N,\N,\N,\N,\N,\N,\N,"was not logging to sd card, taken home, lens and new bats left there","407"
"mb","2013-06-20 00:11:00","2013-06-20 00:16:00","s707","y",\N,\N,"0","ro","l","4","0","w","0",\N,\N,\N,\N,\N,"download",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"408"
"lv,ms","2013-06-19 22:57:00","2013-06-19 23:35:00","e802","n",\N,\N,\N,\N,"ca,e,l","4","0","w","0","124","noba",\N,"noba","1.5","on","4","on","309041",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"","409"
"lv,ms","2013-06-20 09:13:00","2013-06-20 09:19:00","s409","y",\N,\N,\N,"fo","f,e","4","0","w","0",\N,"noba","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"crack on top of one egg","410"
"lv,ms","2013-06-20 09:39:00","2013-06-20 10:08:00","s712","y","7","100",\N,"w,fo","ca","4","0","w","0","132","noba","6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"411"
"lv,ms","2013-06-20 10:21:00","2013-06-20 10:28:00","s514","y","1","47",\N,"fo","l","4","0","w","0",\N,"x-lb,gf,gr/m-dg,o,dg","2",\N,\N,"download","54",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"32 gb sd card","412"
"lv,ms","2013-06-20 11:38:00","2013-06-20 11:45:00","s410","y",\N,\N,"20","fo","f,e","4","0","w","0",\N,"noba","15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"413"
"lv,ms","2013-06-20 12:58:00","2013-06-20 12:59:00","d402","y",\N,\N,\N,\N,"c",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"bird incubation on nest during visit, distance 5m","414"
"lv,ms","2013-06-20 13:19:00","2013-06-20 13:23:00","s713","y",\N,\N,\N,"ro,w","f,e","3","0","w","0",\N,"x-y,w,r/m-gf,gr",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1 egg broken, to do: pictures of egg, egg measurements","415"
"lv,ms","2013-06-20 15:18:00","2013-06-20 15:48:00","s409","y","7","104",\N,"w","ca,l","4","0","w","0","133","noba",\N,\N,\N,"on","20","on","306855",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"416"
"lv,fh","2013-06-19 18:09:00","2013-06-19 18:11:00","e802","n",\N,\N,\N,\N,"f","4","0","w","0",\N,"noba",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"417"
"lv,ms","2013-06-20 15:07:00","2013-06-20 15:11:00","s713","y","7","103",\N,"fo","l","2","0","w","0",\N,\N,\N,\N,\N,"on","29","on","306843",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"418"
"fh, mb","2013-06-20 11:29:00","2013-06-20 11:30:00","s506","y","5","144",\N,"fo","c",\N,\N,\N,\N,\N,"x-lb,gf,gr/m-db,db,o",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"419"
"fh,mb","2013-06-20 11:48:00","2013-06-20 11:49:00","e801","y",\N,\N,"20","fo","c","4","0","w","0",\N,"m-w,db,o/x-gf,gr","1","noba","1",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"420"
"fh,mb","2013-06-20 11:42:00","2013-06-20 11:43:00","s608","y",\N,\N,"2","fo","hc","4","0","2b, 2ho","0",\N,"m-db,r,r/x-gf,gr",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"421"
"mb,fh","2013-06-20 11:36:00","2013-06-20 11:39:00","s619","y","5","145",\N,"fo","l","4","0","w","0",\N,"w,w,o/gf,gr","1",\N,\N,"download","75",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"422"
"fh","2013-06-20 12:20:00","2013-06-20 12:32:00","s628","y",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,"7","download","48",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"exchanged rfid after download to 76","423"
"fh","2013-06-20 12:34:00","2013-06-20 12:38:00","s609","y","8","119","3","fo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","69",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"424"
"fh,mb","2013-06-20 12:41:00","2013-06-20 13:05:00","s608","y","5","148",\N,\N,"ca","4","0","2b, 2ho","0","158",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to forever to catch bird, very shy, didn't catch bird while sitting on nest","425"
"fh,mb","2013-06-20 15:06:00","2013-06-20 15:06:30","s506","y",\N,\N,"20","fo","c",\N,\N,\N,"0",\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"426"
"fh,mb","2013-06-20 15:11:00","2013-06-20 15:32:00","s629","y","5","149",\N,"fo","ca","4","0","w","0","159",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"427"
"fh,mb","2013-06-20 16:10:00","2013-06-20 16:15:00","s513","y","5","140",\N,"fo","e,c","4","0","w","0",\N,\N,\N,\N,\N,"download","33",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"bird flew without problems through cage, 1 egg dented","428"
"fh","2013-06-20 16:21:00","2013-06-20 16:26:00","s617","y",\N,\N,"20","fo","l","4","0","w","0",\N,"rc",\N,\N,\N,"download","60",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"429"
"fh","2013-06-20 16:52:00","2013-06-20 17:02:00","s517","y","5","152",\N,"fo,a","l","4","0","w","0",\N,\N,\N,\N,\N,"download","53",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"430"
"fh","2013-06-20 17:10:00","2013-06-20 17:17:00","s616","y","8","120","3","wo","l","3","0","2w,1f","0",\N,\N,\N,\N,\N,"download","6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"in nest","24",\N,"logger ID 13","431"
"fh","2013-06-20 17:27:00","2013-06-20 17:31:00","s711","y","8","121","1","ro","l","4","0","w","0",\N,\N,\N,\N,\N,"download","6",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"432"
"fh","2013-06-20 17:41:00","2013-06-20 17:46:00","s518","y",\N,\N,"12","fo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","14",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"433"
"mb","2013-06-20 18:01:00","2013-06-20 18:02:00","a501","n",\N,\N,\N,\N,"c","4","0","w?","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"eggs turned","434"
"fh","2013-06-20 17:57:00","2013-06-20 18:07:00","s624","y",\N,\N,"10","ro","l","4","0","w","0",\N,"lb,gf,gr/r,o,w","3",\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","5",\N,\N,\N,\N,\N,\N,\N,"battery-V: 12.91V, lasts 2.5 days","435"
"fh","2013-06-20 21:27:00","2013-06-20 21:32:00","s510","y",\N,\N,"10","fo","l,c","4","0","w","0",\N,\N,\N,\N,\N,"download","35",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"check for missing sd-card of s510 from 20/06/2013","436"
"lv,fh","2013-06-20 22:20:00","2013-06-20 22:41:00","s702","y",\N,\N,"10","fo","ca,l","4","0","w","0","134",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"newBatt44","4",\N,\N,\N,\N,\N,\N,\N,"battery-v: 13.1, captivity experiment start: 22:40","437"
"fh","2013-06-20 22:50:00","2013-06-20 22:57:00","s402","y","8","123","15","fo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","9",\N,\N,\N,\N,\N,"newBatt44","2",\N,\N,\N,\N,\N,\N,\N,"battery-v: 12.89v, hit cage when flying off, no data on SD/card","438"
"fh","2013-06-20 23:13:00","2013-06-20 23:26:00","s516","y","8","124","2","fo","l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"newBatt44","8",\N,\N,\N,\N,\N,\N,\N,"battery-v: 12.91v","439"
"mb","2013-06-20 12:21:00","2013-06-20 12:25:00","s627","y",\N,\N,"2","fo,a","l","2","0","w","0",\N,"noba",\N,\N,\N,"off","66",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"after exchange of the sd-card, RFID was not reading, was taken off the nest","440"
"mb, fh","2013-06-20 15:41:00","2013-06-20 16:38:09","s510","y",\N,\N,"2","fo","ca,l","4","0","w","0","160",\N,\N,\N,\N,"download",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"flew off through the cage","441"
"lv","2013-06-20 21:30:00","2013-06-20 21:33:00","s625","y","8","122",\N,"fo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","40",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"442"
"mb,mb","2013-06-21 06:25:00","2013-06-21 06:30:00","s608","y",\N,\N,"7","fo","hc","4","0","2b, 2ho","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"443"
"mb,ms","2013-06-21 06:40:00","2013-06-21 06:44:00","e801","y",\N,\N,\N,"ro","c","4","0","w","0",\N,"m-w,db,o/x-gf,gr","2","noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"444"
"lv,fh,ms","2013-06-21 09:30:00","2013-06-21 10:04:00","s509","y","7","105",\N,"fo","ca","4","0","w","0","135",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"partner was present","445"
"fh,ms","2013-06-21 10:11:00","2013-06-21 10:19:00","s603","y","8","125",\N,"fo","l","3","0","w","0",\N,\N,\N,\N,\N,"download","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1 fake egg, new batterys for camera (V 12.88, 12.890","446"
"lv,ms","2013-06-21 11:09:00","2013-06-21 11:13:00","s516","y","7","107",\N,"fo","l",\N,\N,\N,\N,\N,\N,\N,\N,\N,"download","32",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"447"
"lv,ms","2013-06-21 11:24:00","2013-06-21 11:29:00","s402","y","1","49",\N,"fo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","9",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"448"
"lv,ms","2013-06-21 11:56:00","2013-06-21 12:40:00","s409","y","7","108",\N,"fo","ca","4","0","w","0","136",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"449"
"lv,ms","2013-06-21 12:55:00","2013-06-21 12:58:00","s408","n",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","1","off","309030",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"450"
"lv,ms","2013-06-21 13:04:00","2013-06-21 14:09:00","s410","y","7","109",\N,"fo","ca,l","4","0","w","0","137",\N,\N,\N,\N,"on","36","on","309056",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"32 GB sd-card, trap replaced 13:17 and 13:35","451"
"lv,ms","2013-06-21 14:34:00","2013-06-21 14:38:00","a701","y","7","110",\N,"fo","c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"trap on, but stopped capture (no fitting flag)","452"
"lv,ms","2013-06-21 14:59:00","2013-06-21 15:00:00","a701","y",\N,\N,"15","fo","c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"trap off","453"
"lv,ms","2013-06-21 15:23:00","2013-06-21 15:29:00","d404","y",\N,\N,\N,"ro,fo","f,e","4","0","w","0",\N,"noba?",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"454"
"lv,ms","2013-06-21 15:47:00","2013-06-21 15:52:00","s411","y",\N,\N,\N,"fo","f,e","4","0","w","0",\N,"noba","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"455"
"lv,ms","2013-06-21 16:07:00","2013-06-21 16:34:00","s808","y","7","113",\N,"ro","ca,l","4","0","w","0","138",\N,\N,\N,\N,"on","70","on","306854",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"456"
"lv","2013-06-20 21:43:00","2013-06-20 21:46:00","s630","n",\N,\N,\N,\N,"l","3","0","w","0",\N,"x-lb,gf,gr/m-y,w,w","4",\N,\N,"download","44",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"32 GB sd-card","457"
"lv","2013-06-21 18:37:00","2013-06-21 18:42:00","a501","y","1","51",\N,"wo","l","4","0","w","0",\N,"rc",\N,\N,\N,"download","13",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"2 eggs still turned, bird was still incubating","458"
"mb","2013-06-21 15:36:00","2013-06-21 15:44:00","s522","y",\N,\N,\N,\N,"f,e","4","0","w","0",\N,"noba","6","rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"459"
"mb","2013-06-21 10:28:00","2013-06-21 10:37:00","s520","y",\N,\N,\N,\N,"f,e","4","0","w","0",\N,"x-gf,gr/m-db,db,r",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"460"
"mb","2013-06-21 13:43:00","2013-06-21 14:24:00","s521","y",\N,\N,"15","fo","f,e","4","0","w","0",\N,"x-gf,gr/m-dg,dg,db",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"461"
"fh,mb","2013-06-21 09:56:00","2013-06-21 10:04:00","s509","y",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"newBat36","5",\N,\N,\N,\N,\N,\N,\N,"battery-v: 13.01, 12.96, 12.96, download camera sd","462"
