"author","datetime_","datetime_left","nest","bird_incubate","gps_left","wp_left","dist_left_nest","behav_left","activity","n_eggs","n_chicks","state","eggs_collected","captures_id","bird1_cb","dist_bird1_app","bird2_cb","dist_bird2_app","RFID","RFID_ID","MSR","MSR_ID","TT","TT_ID","treatment","recorder","recorder_ID","balance","balance_ID","ARS","ARS_ID","fake_egg","fake_egg_ID","cage","remarks","visits_pk"
"ms,lv","2013-06-16 10:18:00","2013-06-16 10:19:00","s403","y","7","76",\N,"fo","c","4","0","w","0",\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"hit cage once before flew off","253"
"ms,lv","2013-06-16 10:24:00","2013-06-16 10:25:00","s703","y","7","77",\N,"fo","c","4","0","w","0",\N,"x-o,db,w/m-gf,gr",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"254"
"ms,lv","2013-06-16 10:30:00","2013-06-16 10:54:00","s404","y","7","78",\N,"wo,fo","ca","4","0","w","0","85","noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"255"
"ms,lv","2013-06-16 11:40:00","2013-06-16 11:54:00","s406","y","1","39","0","wo,fo","e","4","0","w","0",\N,"x-o,o,w/gf,gr?",\N,\N,\N,"on","56","on","309035",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"256"
"mb,fh","2013-06-16 13:56:00","2013-06-16 14:24:00","s612","y","5","119",\N,"wo,fo","ca,e,l","4","0","w","0","104",\N,\N,\N,\N,"on","50","on","309049",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"257"
"ms,lv","2013-06-16 12:18:00","2013-06-16 12:21:00","s604","y","7","79",\N,"wo,fo","e","4","0","w","0",\N,"x-o,o,y/gf,gr",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"little dent in egg3","258"
"ms,lv","2013-06-16 12:45:00","2013-06-16 13:12:00","s508","y","7","80",\N,"fo","ca","4","0","w","0","92","noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"259"
"ms,lv","2013-06-16 13:39:00","2013-06-16 13:44:00","s509","y","7","81",\N,"fo","c","4","0","w","0",\N,"x-lb,gf,gr/x-r,b,w",\N,\N,\N,"download","21",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"bird with antenna","260"
"ms,lv","2013-06-16 13:48:00","2013-06-16 14:25:00","s603","y",\N,\N,"1","fo","ca","3","0","w","0","93","noba",\N,\N,\N,"on","10","on","306950",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"todo put cage","261"
"ms,lv","2013-06-16 14:39:00","2013-06-16 14:48:00","s507","y","7","82",\N,"fo","e,l,c","4","0","w","0",\N,"rc","25",\N,\N,"download","64",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"bird hopping on one leg (with flag)","262"
"ms,lv","2013-06-16 15:09:00","2013-06-16 16:00:00","s615","y","7","83",\N,"fo","ca","4","0","w","0","95","noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"capture failed","263"
"ms,lv","2013-06-16 15:28:00","2013-06-16 16:00:00","s615","y","7","83",\N,"fo","ca,e","4","0","w","0","94","noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"capture failed","264"
"ms.lv","2013-06-16 16:56:00","2013-06-16 17:00:00","s611","n",\N,\N,\N,\N,"l","3","0","c","0",\N,\N,\N,\N,\N,"download","74",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"265"
"fh","2013-06-16 19:50:00","2013-06-16 19:54:00","s506","y","8","105","7","ro","l","4","0","w","0",\N,\N,"5",\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","2",\N,\N,\N,\N,\N,\N,\N,"Batteryvoltage: 12:45","270"
"fh","2013-06-16 20:03:00","2013-06-16 20:08:00","s608","n",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","4",\N,\N,\N,\N,\N,\N,\N,"Battery-V: 10.81","271"
"fh","2013-06-16 22:14:00","2013-06-16 22:21:00","s621","y","8","106","11","fo","l","3","0","w","0",\N,\N,\N,\N,\N,"on","25","on","309038",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"272"
"fh","2013-06-16 22:31:00","2013-06-16 22:36:00","s711","y",\N,\N,"1","ro","l","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","cage 1m22:37:13, on 22:37:47","273"
"fh","2013-06-16 22:40:00","2013-06-16 22:43:00","l801","y",\N,\N,"1","ro","f","1","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to do pictures (t,s,e)","274"
"fh","2013-06-16 22:46:00","2013-06-16 22:56:00","s622","y","8","108","8","fo","l","3","0","w","0",\N,"rc","7",\N,\N,"on","47","on","309053",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","cage 1m 22:49:15, on 22:53:09","275"
"fh","2013-06-16 23:17:00","2013-06-16 23:19:00","s710","y",\N,\N,"1","fo","l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on","cage 1m 23:18:56,on 23:19:12","276"
"fh,mb","2013-06-17 10:15:00","2013-06-17 10:18:00","s706","n",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","48","off","306870",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","predated by fox","277"
"fh,mb","2013-06-17 10:36:00","2013-06-17 11:22:00","s603","y","5","120",\N,"fo","ca,l","3","0","w","0","105",\N,\N,\N,\N,"download","10",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"in nest","21",\N,"Logger ID: 21, Fake Egg ID 21, very shy bird","278"
"fh,mb","2013-06-17 11:26:00","2013-06-17 11:30:00","s507","n",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","64","off","309047",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","predated by fox","279"
"mb","2013-06-17 10:17:00","2013-06-17 10:23:00","s709","n",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","60","off","309059",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","predated by fox","280"
"mb","2013-06-17 10:19:00","2013-06-17 10:22:00","s604","y",\N,\N,"8","fo","c","4","0","w","0",\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"bird flew through cage","281"
"ar","2013-06-17 15:47:00","2013-06-17 15:52:00","s623","y",\N,\N,\N,\N,"f,e","4","0","w","0",\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"had no pen, dropped camera in ditch so no egg pics, todo write nestnr on popsicles & eggs pic","284"
"ar","2013-06-17 16:00:00","2013-06-17 16:04:00","s624","y",\N,\N,\N,\N,"f,e","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"todo measure eggs (already floated), write nestnr on popsicles (sorry)","285"
"fh,mb","2013-06-17 11:26:00","2013-06-17 11:30:00","s507","n",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","64","off","309047",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","predated by fox (hair around the cage)","286"
"fh,mb, ar","2013-06-17 15:12:00","2013-06-17 15:26:00","s510","y","8","104",\N,"fo","l","4","0","w","0",\N,"x-lb,gf,gr/m-o,dg,w","3",\N,\N,"download","41",\N,\N,\N,\N,\N,"newBatt31","1",\N,\N,\N,\N,\N,\N,\N,"Battery-V: 13.9V, also downloaded Recorder 1","287"
"fh,mb","2013-06-17 15:34:00","2013-06-17 15:39:00","s511","n",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","37","off","306872",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","predated by fox, hair on the cage","289"
"fh,mb","2013-06-17 15:42:00","2013-06-17 15:55:00","s513","y",\N,\N,"3","fo","f,l","2","0","w","0",\N,"x-db,o,w/gf,gr","12",\N,\N,"on","35","on","309042",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"on",\N,"290"
"fh,mb","2013-06-17 15:57:00","2013-06-17 16:32:00","s617","y",\N,\N,"0","ro","ca,l","4","0","w","0","106",\N,"3",\N,\N,"on","60","on","309059",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"bird was still incubating while we were standing next to it","291"
"fh,mb","2013-06-17 16:48:00","2013-06-17 17:23:00","s711","n",\N,\N,\N,\N,"ca,l","4","0","w","0","107",\N,"5",\N,\N,"on","6","on","309047",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"292"
"fh","2013-06-17 17:28:00","2013-06-17 17:32:00","d505","y",\N,\N,"1","fo,ro","c","4","0","w","0",\N,\N,"2",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"293"
"fh","2013-06-17 17:34:00","2013-06-17 17:41:00","s621","n",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","25","off","309038",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","predated by fox, hair on the cage","294"
"fh","2013-06-17 17:45:00","2013-06-17 17:51:00","s803","n",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","31","off","309063",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","predated by fox, hair on the cage","295"
"lv,ms","2013-06-17 19:40:00","2013-06-17 19:41:00","d505","n",\N,\N,\N,\N,"c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"296"
"lv,ms","2013-06-17 20:38:00","2013-06-17 20:45:00","s611","n",\N,\N,\N,\N,"l,c","3","0","d","2",\N,\N,\N,\N,\N,"off","74","off","309031",\N,\N,\N,"off","11",\N,\N,\N,\N,\N,\N,"off","1 egg broken","297"
"fh","2013-06-17 23:55:00","2013-06-18 00:03:00","s702","y","8","110","5","fo","l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"newBat24","4",\N,\N,\N,\N,\N,\N,\N,"battery-v: 13.34+13.19; bird hit cage on approach, flew through it afterwards","298"
"fh","2013-06-18 00:05:00","2013-06-18 00:09:00","s402","y","8","111","15","wa,fo","l","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"newBat24","2",\N,\N,\N,\N,\N,\N,\N,"battery-v: 12.63+12.94, bird walked out of cage, then flew off","299"
"mb","2013-06-17 18:31:00","2013-06-17 18:32:00","s503","n",\N,\N,\N,\N,"c","0","0","p","0",\N,\N,\N,\N,\N,"off","38","off","306849",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","fox hair on the cage, cage digged under","300"
"mb","2013-06-17 18:45:00","2013-06-17 18:46:00","a501","y",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"female incubates, observed through binos","301"
"mb","2013-06-17 18:48:00","2013-06-17 18:50:00","s502","y",\N,\N,"0","ro","c","4","0","w","0",\N,"x-lb,gf,gr/m-dg,w,db",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"302"
"mb","2013-06-17 19:15:00","2013-06-17 19:35:00","s514","y",\N,\N,\N,"","f,e","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to do flag left on the ground","303"
"mb","2013-06-17 19:40:00","2013-06-17 19:42:00","d801","y",\N,\N,\N,\N,"c","4","0","w",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"304"
"mb","2013-06-17 19:49:00","2013-06-17 19:52:00","s707","y","5","125","8","fo,a","c","2","0","w","0",\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"flew through cage, no fox hair on the cage","305"
"mb","2013-06-17 19:56:00","2013-06-17 19:57:00","d502","y","5","126",\N,"fo","c",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"seen through binos - incubate","306"
"mb","2013-06-17 19:59:00","2013-06-17 20:00:00","s402","y",\N,\N,"6","fo","c","4","0","w",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"flew through cage","307"
"mb","2013-06-17 20:04:00","2013-06-17 20:15:00","s515","y",\N,\N,"1","ro","f,e","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"308"
"mb","2013-06-17 20:18:00","2013-06-17 20:19:00","s702","n",\N,\N,\N,\N,"c","4","0","w",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"309"
"mb","2013-06-17 20:25:00","2013-06-17 20:26:00","d602","n",\N,\N,\N,\N,"c","1","0","3p,1d","1",\N,\N,\N,\N,\N,"off","13","off","309057",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"310"
"mb","2013-06-17 20:31:00","2013-06-17 20:32:00","s403","n",\N,\N,\N,\N,"c","0","0","p",\N,\N,\N,\N,\N,\N,"off","44","off","309036",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","fox hair on the cage, cage mooved","311"
"mb","2013-06-17 20:41:00","2013-06-17 20:41:00","s404","y",\N,\N,\N,\N,"c",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"seen through binos","312"
"mb","2013-06-17 20:43:00","2013-06-17 20:43:00","s805","y","5","129",\N,"fo,a","c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"flew through the topf of the cage, to do: take top pic of the cage with the nest","313"
"mb","2013-06-17 20:52:00","2013-06-17 20:31:00","s705","y","5","130","7","fo","c","4","0","w","0",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"flew throught the side of the cage","314"
"mb","2013-06-17 20:49:00","2013-06-17 20:50:00","s704","y",\N,\N,"2","wo,ro","c","4","0","w","0",\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"hit cage, run threw the side and flew off","315"
"mb","2013-06-17 20:58:00","2013-06-17 21:00:00","s614","n",\N,\N,\N,\N,"c","0","0","p","0",\N,\N,\N,\N,\N,"off","66","off","309065",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","fox hair on the cage, water inside RFID, magnet switch off/on not working no transponder reading when end,","316"
"mb","2013-06-17 21:38:00","2013-06-17 21:45:00","s516","y",\N,\N,"37","fo","f,e","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"317"
"ar","2013-06-17 19:00:00","2013-06-17 19:01:00","s603","y","6","170",\N,"ro,fo","c",\N,\N,\N,\N,\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"318"
"ar","2013-06-17 19:03:00","2013-06-17 19:03:00","s509","y","6","172",\N,"fo,ro","c",\N,\N,\N,\N,\N,"?-gf,gr/?-r?,o",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"r ring is very discoloured, bumps once","319"
"ar","2013-06-17 19:12:00","2013-06-17 19:18:00","s508","n",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","33","off","306859",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","fox fur, fox got under the cage from the side","320"
"ar","2013-06-17 19:49:00","2013-06-17 19:51:00","s625","y",\N,\N,"23","fo","f,e","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"321"
"ar","2013-06-17 20:19:00","2013-06-17 20:24:00","s612","n",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","50","off","309049",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","fox, got in from under the side","322"
"ar","2013-06-17 20:36:00","2013-06-17 20:43:00","s605","n",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","54","off","309037",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","fox, probably reached through one of the top holes","323"
"ar","2013-06-17 20:56:00","2013-06-17 20:58:00","s512","y",\N,\N,"1","ro","c","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"nailed cage down extra. Considered wiring it to the RFID batteries. RFID working.","324"
"ar","2013-06-17 19:38:00","2013-06-17 19:39:00","s406","y","6","174",\N,"fo,a","c",\N,\N,\N,\N,\N,"rc",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"325"
"ar","2013-06-17 20:03:00","2013-06-17 20:03:00","s626","y",\N,\N,"32","fo","f,e","4","0","w","0",\N,"noba","2","?-db,db,r/?-gf,gr",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"db,db,r alarming on closest pingo, may be neighbour instead of partner","326"
"ar","2013-06-17 20:30:00","2013-06-17 20:30:00","s615","y",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","32","off","309025",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","fox had some difficulties digging into this one from the side, cage didn't flip, eggshells of two eggs still in cage, licked clean completely","327"
"mb,ar","2013-06-17 21:13:00","2013-06-17 21:14:00","d402","y","6","177",\N,"fo","c",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"it's aliiiiiiive","328"
"mb,ar","2013-06-17 21:17:00","2013-06-17 21:23:00","s405","n",\N,\N,\N,\N,"l","0","0","p","0",\N,\N,\N,\N,\N,"off","53","off","306379",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"off","fox, cage pushed off the nest","329"
"mb,ar","2013-06-17 21:30:00","2013-06-17 21:35:00","w601","y",\N,\N,"7","ro","f","3","0","w","0",\N,"noba","4",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"found a wesa, found a wesa, found a wesa last night, last night i found a wesa, found a wesa last night","331"
"ar","2013-06-18 13:34:00","2013-06-18 13:40:00","s506","y","6","180",\N,"fo","l","4","0","w","0",\N,\N,\N,\N,\N,"download","57",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"reconnected one batterypack, todo 32 GB card","336"
"ar","2013-06-18 13:51:00","2013-06-18 13:55:00","s627","n",\N,\N,\N,\N,"f","1","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"was wondering why bird doesn't go back to it's nest, considering how anxious it was to. Maybe this was while i was almost on top of the nest in question.","337"
"ar","2013-06-18 13:57:00","2013-06-18 14:03:00","s610","n",\N,\N,\N,\N,"l","4","0","w","0",\N,"noba","7",\N,\N,"download","8",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"todo 32GB card","338"
"ar","2013-06-18 14:11:00","2013-06-18 14:16:00","s801","n",\N,\N,\N,\N,"l","4","0","w","0",\N,\N,\N,\N,\N,"download","65",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"todo 32GB card","339"
"ar","2013-06-18 14:18:00","2013-06-18 14:27:00","s628","y",\N,\N,"13","fo","f,e","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"340"
"ar","2013-06-19 08:28:00","2013-06-19 08:36:00","s629","y",\N,\N,"27","fo","f,e","4","0","w","0",\N,"noba","7",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"341"
"lv,ms","2013-06-18 16:10:00","2013-06-18 16:14:00","s702","y","7","41",\N,"fo","l","4","0","w","0",\N,"x-gf,gr/x-o,w,dg","10",\N,\N,"download","51",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"bird with anntenna","342"
"lv,ms","2013-06-18 18:57:00","2013-06-18 19:00:00","d403","n",\N,\N,\N,\N,"l,c","0","0","p","0",\N,\N,\N,\N,\N,"off","4","off","309040",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"343"
"lv,ms","2013-06-18 19:33:00","2013-06-18 19:06:00","d503","n",\N,\N,\N,\N,"l,c","0","0","p","0",\N,\N,\N,\N,\N,"off","61","off","309030",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"344"
"lv,ms","2013-06-18 19:09:00","2013-06-18 19:13:00","d605","n",\N,\N,\N,\N,"l,c","1","0","1m,3p","0",\N,\N,\N,\N,\N,"off","15","off","309052",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"345"
"lv,ms","2013-06-18 19:15:00","2013-06-18 19:18:00","d603","n",\N,\N,\N,\N,"l,c","0","0","p","0",\N,\N,\N,\N,\N,"off","63","off","306854",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"346"
"lv,ms","2013-06-19 10:33:00","2013-06-19 11:13:00","s408","y",\N,\N,\N,"fo","ca,f,e,l","4","0","w","0","123","noba","5",\N,\N,"on","1","on","309030",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to do: not sure if popsicle is correctly written","347"
"lv,ms","2013-06-19 11:34:00","2013-06-19 11:38:00","d401","n",\N,\N,\N,\N,"l,c","0","0","p","0",\N,\N,\N,\N,\N,"off","62","off","306855",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"348"
"lv,ms","2013-06-19 11:49:00","2013-06-19 11:53:00","d702","n",\N,\N,\N,\N,"l,c","0","0","p","0",\N,\N,\N,\N,\N,"off","36","off","306843",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"349"
"lv,ms","2013-06-19 12:05:00","2013-06-19 12:09:00","d701","n",\N,\N,\N,\N,"l,c","2","0","2m,2p","0",\N,\N,\N,\N,\N,"off","20","off","309060",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"350"
"lv,ms","2013-06-19 12:13:00","2013-06-19 12:18:00","d604","n",\N,\N,\N,\N,"l,c","0","0","p","0",\N,\N,\N,\N,\N,"off","70","off","309041",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"351"
"lv,ms","2013-06-19 12:27:00","2013-06-19 12:27:05","l701","y",\N,\N,\N,\N,"c",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"352"
"lv,ms","2013-06-18 13:04:00","2013-06-18 13:36:00","s626","y","7","87",\N,"fo","ca,l","4","0","w","0","96","noba","25",\N,\N,"on","25","on","309044",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"start msr at 13:04, msr on nest 13:19","353"
"lv,ms","2013-06-18 14:01:00","2013-06-18 14:52:00","s407","y",\N,\N,\N,"fo","ca,f,e,l","4","0","w","0","125","noba","2.5",\N,\N,"on","38","on","309031",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"354"
"lv.ms","2013-06-18 14:01:00","2013-06-18 14:52:00","s407","y",\N,\N,\N,"fo","ca","4","0","w","0","126","noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"355"
"lv,ms","2013-06-18 15:18:00","2013-06-18 15:57:00","s516","y","7","89",\N,"fo","ca,l","4","0","w","0","118","noba",\N,\N,\N,"on","32","on","306874",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"356"
"lv,ms","2013-06-18 16:21:00","2013-06-18 16:51:00","s515","y","7","90",\N,"w,fo","ca,l","4","0","w","0","119","noba","10",\N,\N,"on","50","on","306848",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"357"
"lv,ms","2013-06-18 17:13:00","2013-06-18 17:44:00","s712","y",\N,\N,\N,"fo","ca,f,e,l","4","0","w","0","120","noba","5",\N,\N,"on","37","on","309057",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"to do: pic side nest","358"
"lv,ms","2013-06-18 17:57:00","2013-06-18 18:27:00","s514","y",\N,\N,"5","fo","ca,l","4","0","w","0","121","noba","10",\N,\N,"on","54","on","306870",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"359"
"lv,ms","2013-06-19 09:01:00","2013-06-19 09:35:00","s625","y","7","94",\N,"fo","ca,l","4","0","w","0","122","noba",\N,\N,\N,"on","64","on","309052",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"360"
"lv,ms","2013-06-19 09:43:00","2013-06-19 09:48:00","s406","y","7","95",\N,"fo","l","4","0","w","0",\N,"x-o,o,o/x-gf,gr","10",\N,\N,"download","56",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"361"
"ms","2013-06-19 10:30:00","2013-06-19 10:34:00","a701","y",\N,\N,\N,"w","f","4","0","w","0",\N,"noba","15",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"1 egg turned pointed outside","362"
"lv,ms","2013-06-19 11:17:00","2013-06-19 11:22:00","a701","y","7","97",\N,"fo","e","4","0","w","0",\N,"noba",\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,"363"
